,Unnamed: 0,Solar_Power,timestamp,station_id,rh,eto,etr,rso,ea_avg,precip,rh_max,rh_min,rh_tmn,rh_tmx,td_avg,td_max,td_min,td_tmn,td_tmx,co2_avg,ppf_avg,solarmj,wet_pct,airt_avg,airt_max,airt_min,airt_tmn,airt_tmx,lwdn_avg,lwup_avg,pressure,swdn_avg,swup_avg,windd_sd,windd_avg,winds_avg,winds_max,winds_tmx,netrad_avg,fan_rmp_avg,visibilitymiles,batt_volt_min,surfacet1_avg,surfacet2_avg,visibilitymiles_avg,pressurekpasealevel
533,533,37132.0,2019-09-17 16:01:36,1279257,34,0.015,0.017,1.9240000000000002,0.67,0.0,38,30,17SEP2019:15:50:31,17SEP2019:15:10:01,34.3,37.9,32.5,17SEP2019:15:57:24,17SEP2019:15:10:04,419.0,1082.0,1.885,0,62.6,65.3,60.6,17SEP2019:15:16:12,17SEP2019:15:35:32,428.1,335.0,85.9,147.1,565.7,73.0,273.0,2.237,9.171,17SEP2019:15:11:30,325.5,4622,19.884,13.18,71.8,69.1,19.014,101.4
534,534,25718.0,2019-09-17 17:00:10,1279257,30,0.012,0.013999999999999999,1.275,0.611,0.0,33,26,17SEP2019:16:52:41,17SEP2019:16:00:21,32.0,35.8,29.3,17SEP2019:16:52:54,17SEP2019:16:03:04,420.2,682.5,1.2309999999999999,0,62.6,64.4,61.3,17SEP2019:16:22:52,17SEP2019:16:32:52,412.5,324.0,85.9,100.8,363.6,74.0,291.0,2.237,8.5,17SEP2019:16:31:37,174.5,4624,19.884,13.19,67.8,61.9,19.076,101.4
535,535,11294.0,2019-09-17 18:00:12,1279257,31,0.006999999999999999,0.009000000000000001,0.562,0.605,0.0,34,27,17SEP2019:17:00:01,17SEP2019:17:58:21,31.6,34.0,30.0,17SEP2019:17:38:04,17SEP2019:17:12:54,421.7,271.2,0.597,0,61.2,63.1,59.0,17SEP2019:17:58:52,17SEP2019:17:03:42,385.7,314.2,85.8,27.55,168.1,61.0,290.0,1.5659999999999998,5.369,17SEP2019:17:41:48,69.05,4525,19.884,12.54,57.7,53.1,19.449,101.4
536,536,3529.0,2019-09-17 19:00:12,1279257,38,0.002,0.004,0.045,0.604,0.0,42,34,17SEP2019:18:10:11,17SEP2019:18:52:31,31.6,33.3,30.6,17SEP2019:18:09:54,17SEP2019:18:52:44,426.7,16.34,0.031,0,58.1,60.4,55.8,17SEP2019:18:59:52,17SEP2019:18:09:32,359.5,301.6,85.8,2.515,5.186,52.0,292.0,0.895,3.803,17SEP2019:18:00:10,-55.24,4395,19.884,12.47,46.4,47.8,19.822,101.3
537,537,3560.0,2019-09-18 07:21:30,1279257,47,0.002,0.004,0.06500001,0.46299999999999997,0.0,52,43,18SEP2019:06:08:31,18SEP2019:06:43:11,25.2,28.4,24.4,18SEP2019:06:08:34,18SEP2019:06:43:04,436.7,27.26,0.038,0,45.9,46.6,43.9,18SEP2019:06:42:52,18SEP2019:06:11:32,341.0,277.5,85.7,2.7260000000000004,8.85,52.0,55.0,6.263,22.816999999999997,18SEP2019:06:06:53,-57.36,4273,19.884,12.15,40.6,41.9,19.822,101.2
538,538,12205.0,2019-09-18 08:00:06,1279257,46,0.003,0.005,0.6409999999999999,0.473,0.0,52,39,18SEP2019:07:44:31,18SEP2019:07:56:11,25.7,31.1,24.6,18SEP2019:07:14:44,18SEP2019:07:56:04,435.4,89.4,0.111,0,47.8,49.8,45.9,18SEP2019:07:00:42,18SEP2019:07:59:52,345.1,281.8,85.7,7.666,35.16,50.0,53.0,4.921,17.448,18SEP2019:07:12:50,-35.75,4279,19.884,12.18,42.1,43.7,19.76,101.2
539,539,26727.0,2019-09-18 09:00:12,1279257,48,0.003,0.005,1.361,0.601,0.0,54,42,18SEP2019:08:00:51,18SEP2019:08:46:51,31.5,34.3,26.8,18SEP2019:08:00:44,18SEP2019:08:47:04,449.3,697.3,1.266,0,49.6,52.2,46.6,18SEP2019:08:02:52,18SEP2019:08:56:32,364.8,297.1,85.7,55.78,377.0,74.0,229.0,2.461,10.960999999999999,18SEP2019:08:03:52,253.5,4610,17.958,12.26,48.7,54.1,19.449,101.2
540,540,38665.0,2019-09-18 10:00:12,1279257,52,0.006999999999999999,0.009000000000000001,1.99,0.731,0.0,56,48,18SEP2019:09:04:11,18SEP2019:09:17:51,36.5,38.1,32.5,18SEP2019:09:03:24,18SEP2019:09:56:24,452.4,1085.0,1.9,0,52.5,55.0,50.4,18SEP2019:09:02:02,18SEP2019:09:58:32,382.6,311.0,85.7,78.74,576.9,62.0,2.0,2.237,6.711,18SEP2019:09:45:17,426.6,4662,19.635,13.32,53.1,60.6,18.144000000000002,101.2
541,541,44663.0,2019-09-18 11:00:03,1279257,46,0.011000000000000001,0.013000000000000001,2.469,0.735,0.0,51,41,18SEP2019:10:38:21,18SEP2019:10:09:51,36.7,39.4,35.1,18SEP2019:10:39:44,18SEP2019:10:51:34,437.2,1377.0,2.37,0,56.5,60.6,52.9,18SEP2019:10:01:22,18SEP2019:10:55:02,416.8,322.2,85.6,149.6,722.8,57.0,19.0,2.237,7.606,18SEP2019:10:37:09,478.6,4640,19.884,13.25,70.7,70.0,19.076,101.1
542,542,43270.0,2019-09-18 15:19:05,1279257,24,0.019,0.021,2.418,0.645,0.0,28,21,18SEP2019:14:59:11,18SEP2019:14:39:11,33.3,38.8,31.3,18SEP2019:14:59:24,18SEP2019:14:39:14,425.9,1326.0,2.262,0,72.3,75.6,70.5,18SEP2019:14:08:52,18SEP2019:14:42:52,462.2,358.3,85.3,173.9,683.0,60.0,11.0,2.461,7.1579999999999995,18SEP2019:14:22:34,405.2,4601,13.794,13.13,78.6,80.1,17.895,100.8
543,543,35634.0,2019-09-18 16:00:01,1279257,23,0.017,0.019,1.909,0.653,0.0,26,20,18SEP2019:15:59:01,18SEP2019:15:06:11,33.6,37.8,31.3,18SEP2019:15:54:24,18SEP2019:15:06:14,427.0,1017.0,1.7619999999999998,0,73.0,74.8,71.6,18SEP2019:15:20:32,18SEP2019:15:51:02,450.7,357.1,85.3,141.1,529.1,58.0,44.0,2.461,7.606,18SEP2019:15:14:25,294.3,4597,14.478,13.12,76.8,73.6,18.33,100.7
544,544,23980.0,2019-09-18 17:00:12,1279257,22,0.013000000000000001,0.015,1.254,0.665,0.0,24,20,18SEP2019:16:33:41,18SEP2019:16:48:31,34.2,37.0,31.5,18SEP2019:16:05:04,18SEP2019:16:48:34,426.7,646.3,1.167,0,73.4,74.8,72.1,18SEP2019:16:50:52,18SEP2019:16:35:22,435.6,351.9,85.2,95.8,343.5,62.0,357.0,2.237,6.487,18SEP2019:16:14:33,164.1,4606,19.884,13.16,73.9,67.8,18.393,100.6
545,545,10473.0,2019-09-18 18:00:06,1279257,32,0.008,0.009000000000000001,0.5379999999999999,0.752,0.0,42,21,18SEP2019:17:02:51,18SEP2019:17:14:21,37.0,45.7,32.9,18SEP2019:17:03:04,18SEP2019:17:14:14,430.3,248.9,0.5539999999999999,0,70.3,73.9,62.4,18SEP2019:17:13:52,18SEP2019:17:00:42,397.8,341.2,85.2,22.79,155.3,69.0,20.0,1.3419999999999999,5.369,18SEP2019:17:31:38,75.87,4528,18.455,12.56,62.1,55.6,17.709,100.6
546,546,3486.0,2019-09-18 19:00:11,1279257,32,0.002,0.002,0.04,0.695,0.0,37,27,18SEP2019:18:30:01,18SEP2019:18:12:01,35.1,41.0,32.4,18SEP2019:18:58:54,18SEP2019:18:09:34,431.7,14.01,0.027999999999999997,0,68.4,71.4,65.3,18SEP2019:18:11:42,18SEP2019:18:01:32,380.4,328.5,85.2,1.1079999999999999,4.962,32.0,51.0,2.461,7.382000000000001,18SEP2019:18:56:22,-48.05,4417,19.822,12.51,53.4,52.7,18.703,100.6
547,547,18019.0,2019-09-19 15:09:32,1279257,30,0.018000000000000002,0.02,2.39,0.711,0.0,35,26,19SEP2019:14:05:41,19SEP2019:14:42:41,35.8,39.0,33.3,19SEP2019:14:06:04,19SEP2019:14:02:44,424.8,796.6,1.348,0,67.6,70.5,65.7,19SEP2019:14:58:32,19SEP2019:14:12:12,434.7,349.1,85.0,94.7,400.2,66.0,313.0,1.5659999999999998,6.263,19SEP2019:14:18:58,219.9,4613,19.884,13.12,70.9,72.7,19.262999999999998,100.4
548,548,14774.0,2019-09-19 16:00:02,1279257,32,0.009000000000000001,0.011000000000000001,1.879,0.696,0.0,38,27,19SEP2019:15:28:01,19SEP2019:15:01:51,35.2,40.1,33.1,19SEP2019:15:28:04,19SEP2019:15:01:54,424.7,408.0,0.7120000000000001,0,67.8,69.3,65.8,19SEP2019:15:01:02,19SEP2019:15:50:12,412.3,354.7,85.0,48.12,204.0,48.0,58.0,2.237,8.5,19SEP2019:15:30:12,98.4,4643,19.884,13.2,64.8,64.9,18.952,100.4
549,549,12126.0,2019-09-19 17:00:10,1279257,28,0.006,0.006999999999999999,1.225,0.655,0.0,31,26,19SEP2019:16:59:01,19SEP2019:16:47:41,33.6,36.0,32.0,19SEP2019:16:31:44,19SEP2019:16:01:44,426.8,268.2,0.473,0,67.8,68.7,66.2,19SEP2019:16:47:22,19SEP2019:16:56:12,401.7,346.1,85.0,32.13,135.1,42.0,60.0,2.461,7.606,19SEP2019:16:08:01,47.35,4526,19.884,12.72,61.2,60.8,19.076,100.3
550,550,7801.0,2019-09-19 18:00:06,1279257,32,0.003,0.004,0.516,0.705,0.0,40,25,19SEP2019:17:06:11,19SEP2019:17:26:41,35.4,40.5,31.8,19SEP2019:17:06:24,19SEP2019:17:26:24,425.6,141.5,0.27899999999999997,0,66.4,68.7,64.2,19SEP2019:17:43:52,19SEP2019:17:00:12,398.8,357.7,85.0,17.37,72.37,53.0,319.0,1.1179999999999999,4.698,19SEP2019:17:47:37,13.85,4456,19.884,12.56,60.6,60.1,19.262999999999998,100.4
551,551,3578.0,2019-09-19 19:00:08,1279257,39,0.001,0.002,0.035,0.77,0.0,47,31,19SEP2019:18:01:21,19SEP2019:18:55:11,37.8,40.3,34.7,19SEP2019:18:01:34,19SEP2019:18:55:24,427.3,7.935,0.022000000000000002,0,63.1,66.9,60.1,19SEP2019:18:53:42,19SEP2019:18:01:02,385.7,351.9,85.2,1.14,4.34,57.0,348.0,3.355,12.974,19SEP2019:18:19:16,-30.51,4405,18.641,12.5,55.8,55.8,18.393,100.6
552,552,3277.0,2019-09-20 07:57:24,1279257,84,0.0,0.0,0.057,0.943,0.027999999999999997,94,75,20SEP2019:06:05:21,20SEP2019:06:59:51,43.0,44.1,40.5,20SEP2019:06:05:14,20SEP2019:06:51:34,445.5,3.088,0.013000000000000001,0,46.0,49.1,44.6,20SEP2019:06:55:22,20SEP2019:06:02:52,354.5,351.0,85.4,2.323,2.083,51.0,298.0,1.79,5.5920000000000005,20SEP2019:06:13:12,-3.657,4279,15.907,12.15,46.2,47.5,12.49,100.8
553,553,6457.0,2019-09-20 08:00:11,1279257,93,0.0,0.0,0.596,0.9690000000000001,0.024,94,92,20SEP2019:07:53:51,20SEP2019:07:20:21,43.7,44.4,43.3,20SEP2019:07:37:14,20SEP2019:07:27:04,444.3,104.2,0.21,0,45.0,45.9,44.1,20SEP2019:07:42:32,20SEP2019:07:26:42,359.1,351.7,85.4,12.4,48.57,49.0,268.0,0.895,3.1319999999999997,20SEP2019:07:00:39,28.71,4297,13.607999999999999,12.15,48.4,49.3,12.427,100.8
554,554,7568.0,2019-09-20 09:00:11,1279257,93,0.001,0.002,1.2930000000000001,0.9990000000000001,0.024,95,92,20SEP2019:08:00:01,20SEP2019:08:58:41,44.6,45.1,43.5,20SEP2019:08:00:24,20SEP2019:08:23:04,443.6,120.5,0.23,0,45.5,46.9,44.8,20SEP2019:08:04:22,20SEP2019:08:12:02,361.9,354.1,85.5,12.12,51.24,59.0,286.0,1.3419999999999999,4.698,20SEP2019:08:58:44,31.31,4298,4.66,12.14,49.3,50.4,11.309000000000001,100.9
555,555,8679.0,2019-09-20 10:00:06,1279257,92,0.002,0.002,1.9180000000000001,0.9470000000000001,0.047,95,88,20SEP2019:09:59:51,20SEP2019:09:03:31,43.2,45.1,41.7,20SEP2019:09:52:34,20SEP2019:09:03:34,427.5,188.4,0.354,0,44.8,46.0,43.3,20SEP2019:09:20:22,20SEP2019:09:02:52,358.6,351.6,85.5,17.77,78.68,83.0,304.0,2.013,8.277000000000001,20SEP2019:09:39:39,53.9,4315,10.439,12.21,48.0,48.9,6.959,101.0
556,556,12124.0,2019-09-20 11:00:13,1279257,86,0.002,0.002,2.4090000000000003,0.903,0.027999999999999997,89,83,20SEP2019:10:18:11,20SEP2019:10:02:21,41.9,43.2,40.8,20SEP2019:10:17:54,20SEP2019:10:55:34,421.8,370.6,0.685,0,45.7,47.1,44.4,20SEP2019:10:08:52,20SEP2019:10:49:42,366.5,354.2,85.5,34.99,155.2,63.0,307.0,2.013,8.948,20SEP2019:10:03:17,108.0,4409,15.286,12.48,51.1,52.0,10.439,101.0
557,557,13039.0,2019-09-20 12:00:08,1279257,87,0.004,0.005,2.715,0.946,0.024,89,85,20SEP2019:11:07:11,20SEP2019:11:25:41,43.2,44.2,41.9,20SEP2019:11:07:04,20SEP2019:11:47:24,421.9,440.0,0.855,0,46.2,48.2,44.8,20SEP2019:11:11:52,20SEP2019:11:24:52,372.1,358.6,85.6,43.2,197.7,77.0,350.0,2.013,7.382000000000001,20SEP2019:11:29:34,140.9,4468,14.789000000000001,12.6,53.2,54.3,14.292,101.0
558,558,31782.0,2019-09-21 11:14:19,1279257,62,0.006,0.006999999999999999,2.394,0.919,0.0,71,54,21SEP2019:10:55:11,21SEP2019:10:05:31,42.3,45.0,38.8,21SEP2019:10:55:14,21SEP2019:10:34:34,432.7,815.0,1.393,0,53.4,56.5,51.1,21SEP2019:10:00:32,21SEP2019:10:58:32,402.0,389.4,86.2,87.0,406.8,58.0,40.0,1.79,7.382000000000001,21SEP2019:10:40:43,307.2,4618,18.828,13.01,64.8,64.2,18.828,101.7
559,559,38921.0,2019-09-21 12:00:12,1279257,52,0.009000000000000001,0.01,2.698,0.82,0.0,58,47,21SEP2019:11:35:11,21SEP2019:11:03:41,39.4,41.5,37.2,21SEP2019:11:42:04,21SEP2019:11:21:04,423.8,1115.0,1.9340000000000002,0,55.8,59.0,54.0,21SEP2019:11:10:22,21SEP2019:11:33:22,414.9,402.0,86.1,130.7,569.0,61.0,34.0,2.461,8.948,21SEP2019:11:29:39,425.5,4610,19.884,13.05,68.7,67.8,19.014,101.7
560,560,27932.0,2019-09-21 13:00:13,1279257,53,0.012,0.013999999999999999,2.803,0.812,0.0,55,51,21SEP2019:12:15:51,21SEP2019:12:19:11,39.2,40.8,38.1,21SEP2019:12:05:54,21SEP2019:12:19:14,422.9,571.4,1.003,0,55.9,57.9,54.5,21SEP2019:12:05:02,21SEP2019:12:09:52,400.3,384.3,86.1,61.88,275.0,63.0,31.0,2.013,8.052999999999999,21SEP2019:12:03:41,197.1,4546,19.884,12.89,63.1,63.5,19.262999999999998,101.6
561,561,42699.0,2019-09-23 15:12:41,1279257,29,0.018000000000000002,0.02,2.293,0.763,0.0,33,26,23SEP2019:14:50:11,23SEP2019:14:06:31,37.6,41.9,35.1,23SEP2019:14:50:44,23SEP2019:14:06:34,427.7,1271.0,2.154,0,70.3,72.3,68.2,23SEP2019:14:01:02,23SEP2019:14:37:52,454.5,354.6,86.0,163.0,650.5,73.0,47.0,2.237,8.052999999999999,23SEP2019:14:32:19,387.6,4606,19.884,13.13,78.4,78.4,18.952,101.6
562,562,34430.0,2019-09-23 16:00:02,1279257,27,0.015,0.017,1.785,0.73,0.0,29,24,23SEP2019:15:11:11,23SEP2019:15:16:41,36.5,38.8,34.2,23SEP2019:15:11:14,23SEP2019:15:04:24,426.1,965.0,1.663,0,71.2,72.7,69.8,23SEP2019:15:14:42,23SEP2019:15:01:32,444.4,352.7,86.0,130.4,499.1,64.0,56.0,2.013,6.935,23SEP2019:15:45:23,277.1,4606,19.884,13.13,77.0,72.5,18.765,101.5
563,563,22750.0,2019-09-23 17:00:03,1279257,25,0.011000000000000001,0.013000000000000001,1.135,0.706,0.0,29,22,23SEP2019:16:26:21,23SEP2019:16:41:11,35.6,38.7,32.9,23SEP2019:16:26:24,23SEP2019:16:09:34,424.6,597.8,1.081,0,71.1,72.9,68.9,23SEP2019:16:51:42,23SEP2019:16:02:12,427.1,346.7,86.0,78.97,315.4,54.0,260.0,1.5659999999999998,5.816,23SEP2019:16:09:42,156.0,4620,19.884,13.14,72.3,65.1,19.076,101.5
564,564,9068.0,2019-09-23 18:00:08,1279257,31,0.006,0.008,0.43200000000000005,0.748,0.0,36,26,23SEP2019:17:00:51,23SEP2019:17:38:51,37.0,42.1,33.3,23SEP2019:17:35:24,23SEP2019:17:05:34,426.9,217.5,0.444,0,68.4,71.1,64.4,23SEP2019:17:59:22,23SEP2019:17:00:12,394.5,339.2,86.0,12.92,115.5,58.0,264.0,0.6709999999999999,2.908,23SEP2019:17:23:35,47.33,4500,19.884,12.55,62.4,54.3,19.262999999999998,101.5
565,565,3473.0,2019-09-23 19:00:10,1279257,39,0.001,0.001,0.019,0.7809999999999999,0.0,44,34,23SEP2019:18:00:01,23SEP2019:18:36:11,38.1,40.3,37.0,23SEP2019:18:59:54,23SEP2019:18:36:14,434.0,7.801,0.02,0,63.9,67.6,60.6,23SEP2019:18:55:22,23SEP2019:18:01:52,370.7,327.7,86.1,-0.198,2.5580000000000003,44.0,239.0,0.6709999999999999,1.79,23SEP2019:18:53:09,-40.2,4400,19.884,12.49,50.5,48.6,19.76,101.6
566,566,3524.0,2019-09-24 07:30:22,1279257,65,0.001,0.002,0.044000000000000004,0.763,0.0,71,58,24SEP2019:06:21:51,24SEP2019:06:49:41,37.6,39.6,36.0,24SEP2019:06:11:14,24SEP2019:06:49:44,459.4,15.49,0.027999999999999997,0,49.3,50.9,47.8,24SEP2019:06:58:12,24SEP2019:06:02:52,349.1,293.9,86.4,2.423,5.865,39.0,47.0,2.908,7.382000000000001,24SEP2019:06:21:05,-51.81,4275,17.771,12.19,43.5,44.1,18.952,102.0
567,567,9955.0,2019-09-24 08:00:07,1279257,69,0.001,0.002,0.5489999999999999,0.8190000000000001,0.0,73,66,24SEP2019:07:59:51,24SEP2019:07:26:21,39.4,39.9,38.5,24SEP2019:07:33:44,24SEP2019:07:56:34,467.9,71.72,0.085,0,49.1,50.9,47.7,24SEP2019:07:25:22,24SEP2019:07:55:02,346.1,292.2,86.4,6.3420000000000005,27.39,65.0,93.0,1.1179999999999999,3.5789999999999997,24SEP2019:07:06:58,-32.93,4281,16.653,12.21,42.1,43.0,18.579,102.0
568,568,21521.0,2019-09-24 09:00:06,1279257,65,0.001,0.001,1.244,0.871,0.0,66,64,24SEP2019:08:22:51,24SEP2019:08:03:11,41.0,42.1,39.7,24SEP2019:08:00:24,24SEP2019:08:51:04,471.3,467.7,0.813,0,52.0,53.8,50.5,24SEP2019:08:00:01,24SEP2019:08:36:42,365.7,305.6,86.4,31.89,225.1,62.0,314.0,1.3419999999999999,4.25,24SEP2019:08:30:36,133.0,4537,17.771,12.27,48.4,53.2,18.765,102.0
569,569,31467.0,2019-09-24 10:00:13,1279257,64,0.005,0.006,1.868,0.912,0.0,69,59,24SEP2019:09:58:41,24SEP2019:09:09:51,42.1,44.4,41.4,24SEP2019:09:34:04,24SEP2019:09:54:04,478.8,662.3,1.0979999999999999,0,53.2,57.4,51.1,24SEP2019:09:14:52,24SEP2019:09:59:12,376.1,313.5,86.4,44.74,308.3,60.0,325.0,1.3419999999999999,5.145,24SEP2019:09:08:46,200.9,4634,16.094,12.88,52.5,55.4,17.771,102.0
570,570,44916.0,2019-09-24 11:00:07,1279257,54,0.006999999999999999,0.008,2.347,0.9520000000000001,0.0,61,47,24SEP2019:10:55:31,24SEP2019:10:05:51,43.3,45.5,41.5,24SEP2019:10:55:34,24SEP2019:10:59:34,460.9,1371.0,2.293,0,59.2,63.9,55.9,24SEP2019:10:00:22,24SEP2019:10:59:52,414.7,335.2,86.4,119.5,695.3,70.0,288.0,1.5659999999999998,4.698,24SEP2019:10:33:11,496.2,4624,19.884,13.25,66.4,70.3,18.082,102.0
571,571,43124.0,2019-09-24 14:14:11,1279257,37,0.018000000000000002,0.021,2.6210000000000004,0.878,0.0,41,33,24SEP2019:13:00:51,24SEP2019:13:28:21,41.2,44.8,37.9,24SEP2019:13:00:54,24SEP2019:13:48:54,424.8,1463.0,2.4130000000000003,0,67.1,69.6,65.1,24SEP2019:13:00:32,24SEP2019:13:53:22,454.1,357.6,86.1,173.7,729.5,70.0,193.0,2.237,7.382000000000001,24SEP2019:13:38:59,459.3,4594,16.528,13.14,79.0,79.3,18.828,101.7
572,572,42665.0,2019-09-24 15:06:05,1279257,38,0.017,0.019,2.27,0.93,0.0,40,35,24SEP2019:14:00:01,24SEP2019:14:18:21,42.6,45.0,41.0,24SEP2019:14:02:14,24SEP2019:14:59:44,424.9,1289.0,2.1319999999999997,0,68.5,70.7,66.6,24SEP2019:14:13:52,24SEP2019:14:33:42,450.8,359.7,86.1,158.5,645.2,62.0,358.0,2.461,9.395,24SEP2019:14:20:13,395.6,4604,19.884,13.14,77.0,78.1,18.952,101.6
573,573,34082.0,2019-09-24 16:00:05,1279257,39,0.015,0.017,1.746,1.018,0.0,42,37,24SEP2019:15:04:31,24SEP2019:15:12:31,45.0,47.1,43.3,24SEP2019:15:11:24,24SEP2019:15:47:34,422.7,980.0,1.641,0,69.4,71.2,68.4,24SEP2019:15:06:12,24SEP2019:15:41:02,442.5,358.7,86.0,125.1,493.4,65.0,277.0,2.013,6.487,24SEP2019:15:41:54,284.4,4595,19.884,13.13,75.7,73.2,19.076,101.6
574,574,22640.0,2019-09-24 17:00:04,1279257,39,0.011000000000000001,0.013000000000000001,1.094,1.041,0.0,41,37,24SEP2019:16:14:11,24SEP2019:16:34:01,45.7,47.3,44.6,24SEP2019:16:57:04,24SEP2019:16:34:04,422.3,607.7,1.062,0,69.3,70.7,68.2,24SEP2019:16:42:52,24SEP2019:16:15:52,425.0,352.6,86.0,74.4,313.3,62.0,294.0,1.79,6.711,24SEP2019:16:41:56,166.5,4604,17.398,13.14,70.7,65.5,19.2,101.5
575,575,8623.0,2019-09-24 18:00:07,1279257,41,0.006999999999999999,0.008,0.40399999999999997,0.966,0.0,43,38,24SEP2019:17:06:41,24SEP2019:17:57:41,43.7,45.7,42.4,24SEP2019:17:41:24,24SEP2019:17:08:04,424.8,210.7,0.41200000000000003,0,67.1,70.0,65.1,24SEP2019:17:59:42,24SEP2019:17:03:52,398.1,341.8,86.0,12.98,112.1,54.0,300.0,1.5659999999999998,7.829,24SEP2019:17:13:51,42.76,4489,19.884,12.5,62.1,57.0,19.387,101.5
576,576,3174.0,2019-09-24 19:00:08,1279257,46,0.001,0.002,0.016,0.9259999999999999,0.0,49,43,24SEP2019:18:00:01,24SEP2019:18:32:11,42.6,43.9,40.8,24SEP2019:18:57:24,24SEP2019:18:32:04,430.8,5.933,0.015,0,64.2,66.2,61.9,24SEP2019:18:49:42,24SEP2019:18:05:12,377.4,331.1,86.0,1.07,1.776,71.0,295.0,1.1179999999999999,2.908,24SEP2019:18:58:39,-45.58,4396,19.884,12.45,52.9,51.4,19.573,101.5
577,577,3493.0,2019-09-25 07:29:45,1279257,63,-0.001,-0.002,0.040999999999999995,0.903,0.0,68,59,25SEP2019:06:15:31,25SEP2019:06:58:11,41.9,42.6,41.4,25SEP2019:06:15:44,25SEP2019:06:59:14,450.7,19.06,0.031,0,54.3,57.7,52.2,25SEP2019:06:56:02,25SEP2019:06:13:32,352.4,306.3,86.0,3.863,7.994,63.0,153.0,1.5659999999999998,8.724,25SEP2019:06:09:56,-41.97,4283,18.082,12.19,44.1,44.8,19.014,101.6
578,578,8801.0,2019-09-25 08:00:00,1279257,67,0.001,0.001,0.532,0.9390000000000001,0.0,72,62,25SEP2019:07:57:51,25SEP2019:07:37:11,43.0,44.1,42.1,25SEP2019:07:01:04,25SEP2019:07:50:34,472.8,94.9,0.138,0,53.2,56.7,51.4,25SEP2019:07:21:22,25SEP2019:07:56:52,356.9,306.2,86.1,9.4,41.62,60.0,331.0,1.1179999999999999,4.921,25SEP2019:07:18:03,-18.55,4299,19.2,12.22,46.0,46.8,18.89,101.6
579,579,22015.0,2019-09-25 09:00:08,1279257,60,0.001,0.002,1.2209999999999999,1.0170000000000001,0.0,67,54,25SEP2019:08:34:21,25SEP2019:08:10:41,45.0,47.1,42.8,25SEP2019:08:34:14,25SEP2019:08:42:44,479.2,451.5,0.785,0,57.7,60.8,54.5,25SEP2019:08:02:02,25SEP2019:08:56:52,381.1,318.5,86.2,42.63,224.0,75.0,55.0,1.1179999999999999,4.25,25SEP2019:08:18:30,118.8,4540,19.635,12.35,54.1,57.7,18.02,101.7
580,580,31251.0,2019-09-25 10:00:01,1279257,51,0.006,0.006,1.838,0.871,0.0,57,44,25SEP2019:09:42:11,25SEP2019:09:00:41,41.0,45.7,39.7,25SEP2019:09:18:04,25SEP2019:09:00:44,426.9,708.0,1.205,0,61.2,62.8,60.1,25SEP2019:09:05:32,25SEP2019:09:37:32,399.6,332.1,86.1,62.66,320.3,72.0,15.0,1.79,6.487,25SEP2019:09:38:46,190.3,4644,18.455,13.18,60.4,63.0,19.137999999999998,101.7
581,581,41109.0,2019-09-25 11:00:04,1279257,43,0.009000000000000001,0.01,2.336,0.867,0.0,46,40,25SEP2019:10:28:01,25SEP2019:10:00:01,40.8,42.6,39.0,25SEP2019:10:22:54,25SEP2019:10:59:04,425.1,1258.0,2.1180000000000003,0,63.1,66.2,61.2,25SEP2019:10:00:22,25SEP2019:10:53:02,418.4,340.0,86.1,117.2,638.6,59.0,55.0,2.461,8.5,25SEP2019:10:55:05,443.0,4630,19.884,13.19,68.0,69.1,19.262999999999998,101.7
582,582,45652.0,2019-09-25 12:01:02,1279257,39,0.015,0.017,2.635,0.8590000000000001,0.0,43,36,25SEP2019:11:25:11,25SEP2019:11:04:11,40.6,44.1,38.1,25SEP2019:11:25:14,25SEP2019:11:38:34,422.7,1501.0,2.516,0,64.9,68.2,62.8,25SEP2019:11:07:42,25SEP2019:11:54:22,446.3,347.2,86.1,178.7,760.7,70.0,26.0,2.237,7.829,25SEP2019:11:13:09,482.9,4604,19.884,13.15,79.7,75.2,19.2,101.6
583,583,40277.0,2019-09-25 15:10:41,1279257,31,0.017,0.02,2.259,0.778,0.0,33,28,25SEP2019:14:05:31,25SEP2019:14:03:21,38.1,40.8,36.5,25SEP2019:14:08:24,25SEP2019:14:03:24,422.8,1228.0,2.057,0,68.7,70.9,67.5,25SEP2019:14:35:42,25SEP2019:14:22:02,449.6,353.1,85.9,152.7,620.6,63.0,294.0,2.013,7.829,25SEP2019:14:21:42,371.4,4598,19.884,13.13,76.3,77.9,19.137999999999998,101.5
584,584,31026.0,2019-09-25 16:00:00,1279257,31,0.013999999999999999,0.016,1.7380000000000002,0.7859999999999999,0.0,34,27,25SEP2019:15:58:31,25SEP2019:15:04:01,38.3,41.4,36.7,25SEP2019:15:31:54,25SEP2019:15:04:04,422.8,834.0,1.411,0,69.1,70.9,67.5,25SEP2019:15:36:32,25SEP2019:15:20:32,435.7,348.4,85.9,106.5,422.7,58.0,224.0,1.5659999999999998,8.052999999999999,25SEP2019:15:07:33,228.9,4599,19.884,13.15,74.3,70.2,19.511,101.4
